Video ID,User ID,Comment,Comment_Length,Word_Count,VADER_Score,VADER_Sentiment,TextBlob_Score,TextBlob_Sentiment
DW,UCPZKqgOV5e2z4s5H6IeY3Rw,He is n4 $ 1,12,5,Neutral,0.0,Neutral,0.0
DW,UCIqz2k4czIkKQpJEq2mZc7w,How could u go to jail in germany for a salute thats crazy .,60,14,Negative,-0.34,Negative,-0.35
DW,UCPAFLmpLQt0c6Fk7bOkxglQ,"View, Killing of the mind. Mass Psychosis-How an entire population becomes mentally ill. And Cipolla&#39;s <br>The Basic Laws of Human Stupidity.",145,21,Negative,-0.8779,Negative,-0.22000000000000003
DW,UCPAFLmpLQt0c6Fk7bOkxglQ,He mimics the salute given by Germanys&#39; military during the 2nd World War. What&#39;s done behind closed doors is the concern.,130,21,Negative,-0.5994,Negative,-0.15
DW,UCaXz-sbkpyNMMFcFGH7kB6w,If nobody ever complained abour Macron or Kamala´s vice doing exactly the same gesture then is because people are being manipulated by the media to hate the one they hate. How is it than other famous people have done exactly the same gesture and nobody ever complained? is teh gesture or the person? People go watch those videos and then come back and let me know why the media and you didn´t complain.,402,73,Negative,-0.9536,Negative,-0.12045454545454547
DW,UCmtef71jm9sL2wp2olPrj_A,"The media is really misleading people only listening on radio, pretending it is debatable",89,14,Negative,-0.3804,Positive,0.1
DW,UC4sAeNTmTbabA4BUGPmsSUQ,"STOP TRYING TO BATTLE THE SALUTE. YOU DID THIS, MUSK, AND YOU WILL PAY HARSHLY",78,15,Negative,-0.6369,Negative,-0.2
DW,UC4sAeNTmTbabA4BUGPmsSUQ,"TRUMP IS GOING DOWN 😂😂😂,YOU TO MUSK",35,7,Neutral,0.0,Negative,-0.15555555555555556
DW,UCvlfXAB7FKFYkmXt0VSEZvg,"It is so obvious that Elon was simply making an I love you all sort of gesture touching his heart, and then throwing out his hand as an excited awkward wave, and then touching his heart again and signaling to the flag. He even says my heart goes out to you. I&#39;m not making fun of Elon Musk, but in one-to-one interviews, he is relaxed, a little bit anxious, has anyone might be, but maybe he becomes even more anxious in front of a larger crowd such as that, that was at the inauguration. Even I, who am an experienced AD&amp;D 2nd Edition DM, who has run many different campaigns, in front of many different groups and sizes of groups, would probably be quite nervous in front of thousands of people. And for someone like myself, who would be nervous in front of so many, just like me, his muscles probably just froze up a bit, they got a bit tense. And of course the media caught a picture of his face the way it looked, but it wasn&#39;t meant to be what they think it was or what they are portraying it as, but instead you can see his muscles tensing up, and he&#39;s sort of biting his lip, or his mouth is stretching a bit, in an anxious way. Someone else had mentioned, it was just an awkward gesture, due to this anxiety and these muscles freezing up. It happens to a lot of people. People really do jump to conclusions quite easily in this world. I think we just need to cut the guy some slack so what, he&#39;s opinionated, he&#39;s forward, he&#39;s blunt, he&#39;s open, I&#39;m the same way a lot of people don&#39;t like it. People don&#39;t like hearing the truth, especially  about themselves. But if people like myself, don&#39;t say something about it, who&#39;s going to? I don&#39;t think it&#39;s based on how much money the guy has, it&#39;s just based on not wanting to BS anyone, and be willing to speak up, when others won&#39;t. It&#39;s better to speak the truth and hurt someone&#39;s pride or ego, than to keep it in, and never say what&#39;s on one&#39;s mind, when they have a conviction to say it. God does not make mistakes, and he makes people as they are, for a reason. Perhaps his reason, is to speak out, and outwardly because others will not.",2184,402,Positive,0.9546,Positive,0.12007575757575759
DW,UCzyVISNABxi2bxbNYogOTSw,Musk-like Trump and Biden- count on those with lower I.Q.s to put them in positions of power. And they didn&#39;t let them down.,128,23,Negative,-0.296,Negative,-0.15555555555555556
DW,UCPhYONK83AHeRFLJkf1MUfA,"Chancellor Donald J. TRUMP approves of comrade Wernher Von Braun- I mean- Elon Musk!<br><br>24 hours later, Chancellor Trump pardons Proud Boys...",146,21,Positive,0.807,Positive,0.1625
DW,UCbBLFKyBbeGVHlPw-sPrRSQ,Wow,3,1,Positive,0.5859,Positive,0.1
DW,UCYQpvmy4tGuLSNMQXUK6xqg,"Elon , why are you saluting like that?❤❤",40,8,Positive,0.3612,Neutral,0.0
DW,UC6BusThVWfaDr6LLZaUt1Ng,Completely disgraceful,22,2,Neutral,0.0,Positive,0.1
DW,UC4qeO4RsuyS08aWAOWhG5Hw,bit disappointing that DW can&#39;t call a Sieg heil a Sieg heil.,65,12,Negative,-0.4939,Negative,-0.6
DW,UC22G3wzW7S3MNiWBMN760LQ,"What Elon Musk did Actually is a Roman salute to Caesar,notice the palm going outward",85,15,Neutral,0.0,Neutral,0.0
DW,UC1ty0QrwGEaRfFcoYvVn8EA,He is Hitlon Musk!,18,4,Neutral,0.0,Neutral,0.0
DW,UCaYys2CMKn8zoIAf8TQR13A,Did no one hear the song that was playing during the speech “heart goes out to you “ it was definitely a gesture for the song playing . Dude was stimming .,155,32,Positive,0.4767,Neutral,0.0
DW,UCbFlLPRIs3hBnD-1TuNQWCQ,Why would you ask did do it when you seen it boy y&#39;all stick up for y&#39;all people right 😅😂,97,20,Neutral,0.0,Positive,0.2857142857142857
DW,UCZqgtpxuIW7qDAtSTTU-DHQ,He certainly knows it looks like one. Why would he be so ignorant enough to use it?,83,17,Positive,0.2866,Positive,0.10714285714285714
DW,UCeUbzhWmg8cnRKPt9hk-7Lg,NONSENSE - that is nothing but a wave we all use when reaching towards crowds of people or people in the distance.  Nothing to do with &#39;resembling&#39; anything unless you want to cause him trouble.  It is extremely insulting to those of us who lived through real fascism and died in concentration camps to make such a fatuous comparison.,342,59,Negative,-0.9294,Negative,-0.25
DW,UCUP4-WUPEybKoc7SZoAuzEg,"That was a salute to that crowd for voting for Trump. I could tell… and I voted for both Clintons, Obama, Biden and Harris. People are taking this too far. See it in full context people!!!! It’s no wonder people pray. Seems like common sense is going out of both parties.Gezzze!",278,51,Positive,0.5815,Positive,0.19316406249999998
DW,UChZpVxyYhZie-XjS50MAQBQ,So what is German government going to do about this?,52,10,Neutral,0.0,Neutral,0.0
DW,UCiQjAm2v176dEBpBSUFzK4A,Why is there Quebec flag in the background? Is it a french canadian hotel?,74,14,Neutral,0.0,Neutral,0.0
DW,UC4iYekL3hoPYj3TK7ARmnAg,History always repeats itself. ALWAYS!!! I see 666 on their forehead.,69,11,Neutral,0.0,Neutral,0.0
DW,UC4iYekL3hoPYj3TK7ARmnAg,History always repeats itself. ALWAYS!!!,40,5,Neutral,0.0,Neutral,0.0
DW,UC4iYekL3hoPYj3TK7ARmnAg,WAIT!!!! WTF???😮😮😮😮😮,20,2,Neutral,0.0,Neutral,0.0
DW,UC3N1hQKlxyCPZzAFWqd8Jlw,Anti human DW.,14,3,Negative,-0.3182,Neutral,0.0
DW,UCb7JSoJH_XKtiHCxHTAvMJw,Media nonsense.<br>You now deny the evidence before your eyes and ear even with effort and energy put into it twice. Bulshit! Bulshit!!,135,22,Negative,-0.2905,Neutral,0.0
DW,UCZPbThyRq9SsShZJm0Sd8Pw,He’s just advertising for the new Model SS.  It’ll have a range of Germany to Poland.,85,16,Neutral,0.0,Positive,0.13636363636363635
DW,UCSi5sWMMzDmJchtdmOfapkg,Why is NOBODY picking up on the obvious?  That he is trolling the world and getting off on it?,94,19,Neutral,0.0,Neutral,0.0
DW,UCVbzolkRdJYMBVfv-Npnqkw,What a clown! Good luck anybody who partners with him 😅,55,11,Positive,0.7345,Positive,0.7
DW,UC_mcOAu6SkrPJ2F0m6H8E2Q,Strange times,13,2,Negative,-0.2023,Negative,-0.05
DW,UCO-Rx9GxWvlx9ZwNOJSJOHg,People need to look at the old videos of the salute. This looks only %20 of what that looked like. If I waved to a large crowd of people it could also be interpreted as such.,174,36,Positive,0.3612,Positive,0.07857142857142857
DW,UCZNTUfasvLz7ke-7wgntq6A,"He mentions fork in the road right before doing it. Aka things will change, aka pick a side. It is not that hard to understand. <br><br>All you people who are in denial of what this man did, look up &quot;gaslighting&quot;. I mean this in a sincere way, this is not about you or a side being wrong anymore. This is much deeper.",327,62,Neutral,-0.0268,Negative,-0.019742063492063495
DW,UCpQF2RJAjAUvolWTRT1iA-g,People are reaching bad.,24,4,Negative,-0.4019,Negative,-0.6999999999999998
DW,UCP3f8XKf2O99R4mV11AWlYg,He did it twice there’s no way people are conflicted over this,62,12,Negative,-0.296,Neutral,0.0
DW,UCbCmwnptF1w32zZlpxWIc6A,roman salute chat,17,3,Neutral,0.0,Neutral,0.0
DW,UCPN3okniw1J5VBOoAL6n-sA,"He does it so sloppy, its weird. Almost like he had cognitive dissonance in the moment he executed the gesture.",111,20,Positive,0.0627,Negative,-0.45833333333333337
DW,UCtSqiSp5u9795uuVgituqqA,He isn&#39;t holding onto a belt or something like that tho,59,11,Positive,0.3612,Neutral,0.0
DW,UCym0DXA03tRPWXtJhzuQLIA,"AOC, Harris, Obama, and Clinton also has arm out like that in photo&#39;s I have seen.",86,16,Positive,0.3612,Neutral,0.0
DW,UCv795oZOabf9jEz0SDMvuKw,Remember a movie..?<br>Susan Sarandon.....,42,4,Neutral,0.0,Neutral,0.0
DW,UCdIZUG_JMGR4SupWiTiYbfQ,This is what they voted for?,28,6,Neutral,0.0,Neutral,0.0
DW,UCpjojkvbHIucvTRk_85ZGaQ,My heart for you salute. Read your history people,49,9,Neutral,0.0,Neutral,0.0
DW,UCMQDB5rufIaEIPZiqCxTq4g,Musk is not making a political statement at all. It&#39;s a CHIlDISH and IDIOTIC statement to make him the centre of attention rather than Trump. He&#39;s planned it to stir up controversy amongst buffoons who will believe it. People call him a genius.. I don&#39;t know how much input he puts into the &#39;science&#39; of his businesses but I suspect not much He came from money and invested it well that&#39;s it. There&#39;s nothing more dangerous than a rich powerful guy who thinks he&#39;s so much more clever than he actually is.,537,92,Positive,0.9439,Positive,0.03958333333333333
DW,UCq4BfzkpEDBdWgeDr6AVqMg,😂😂😂😂,4,1,Neutral,0.0,Neutral,0.0
DW,UCFN5K-SWBANNIowq2oErRHA,"Try this on for size. Elon Musk was appointed to come in and help Trump clean the swamp while taking no money in return. He is a highly functioning, autistic man with a brilliant mind. The only person in group pushing this are the Democrats led by the Democratic Party, followed by the supporters. The Democrats lost the vote and the White House so this is the first thing they’re gonna steamroll to try to get Elon out so that he doesn’t take all of the earmarked dollars the politicians have set aside for their pockets.",522,96,Positive,0.8834,Positive,0.21095238095238097
DW,UCUHi9wjK28dhPok_DnP5Nig,"Wow I can&#39;t imagine how people can be this sensitive? Like really he was expressing gratitude and even says &quot;My hearts go out to you!&quot; Really? How do you expect to shame him for that! First of all his fingers are not touching when pressing on his chest and putting his hand up, His hand was also tilted differently from the actual salute, so I personally don&#39;t understand this at all. Yes it can be confused with the actual thing itself but is not the same.  If I didn&#39;t support this party I would agree its not the same thing as the actual salute. Do your research, don&#39;t go straight to the point, and stop following people that say this is a  certain salute and follow them when you can clearly see this isn&#39;t it. Elon loves America, Loves freedom and is anti-communist. Stop being sensitive.",824,146,Positive,0.9908,Positive,0.04548872180451127
DW,UCywmZZwLDH8QsFv-jjMeQ8Q,"unsubscribed, you are not being honest, shame on you&amp;",57,9,Neutral,-0.0382,Positive,0.6
DW,UCU0JmqN_biuSZsQUYz4zICQ,SPINELESS 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,25,2,Neutral,0.0,Neutral,0.0
DW,UCD5wut9xOF7KZjyVLtFtw7g,First of all people like me that haven&#39;t seen it would like to see it without commentators talking over him as they show just a second of the entire clip. I&#39;m sorry but you all are grabbing at straws anything to make Trump look bad. Well you all need to quit your not good reporters and your videos suck.,312,59,Negative,-0.8275,Negative,-0.21666666666666665
DW,UCR5P3KDwWvkNXzPTHu3xJ5A,this looks more like a roman salute,35,7,Positive,0.4201,Positive,0.5
DW,UCXdCIjTegCTFeGKqlckHlcw,Since people are always wanting to change the meaning of something’s like the “rainbow” for instance. We’ll just say he meant something different by that gesture.,162,26,Positive,0.3612,Neutral,0.0
DW,UCRRYrbIX2sh0e1u_x4SRp9A,I took it that he was extending his heart to everybody. I think we’ve gotten a little bit touchy and we’re reaching just a little bit.😮,135,26,Positive,0.2023,Negative,-0.1875
DW,UCuQVMSS49Pp5fm8DR0BdgRw,"Welcome, american dictators...",30,3,Positive,0.4588,Positive,0.4
DW,UCbjzQ1U-iYJU605cwbyDSIQ,Seems like the usual media storm in a tea cup,45,10,Positive,0.3612,Negative,-0.25
DW,UC-mpDYHsHTAbWqcOxeB2zGA,He did it in front of thausands of people and millions saw it in the internet and the media still denies it😂,108,22,Negative,-0.4215,Neutral,0.0
DW,UCrUMUKOk3kWzWbwDCWSpIbQ,There is the American dream at the white houses,47,9,Positive,0.25,Neutral,0.0
DW,UCY9-0tFyb5LIk5_jGkmPQSw,We did a similar salute when we received the medal for winning our school athletic events.,90,16,Positive,0.7579,Positive,0.25
DW,UCy8VAk9MNqTqipZxdwPDivQ,"Give the guy a break he’s running three billion dollar companies spacex,Tesla and twitter you gotta cut him some slack and not be SO soft and sensitive",151,27,Negative,-0.2732,Positive,0.1
DW,UCUgcX86uDgwJVT0cFU0wBIg,The woke got of on this.😂😂😂😂😂 Take a look at others that have done this in politics.,84,17,Neutral,0.0,Neutral,0.0
DW,UC1XZAtCELpK2h38WQd7nS4w,he just missed the apertheid ... that&#39;s all ... relax guys...,65,11,Positive,0.1779,Neutral,0.0
DW,UC_yZegoWKaKE6Ilh20dF0Nw,He’s a charlatan,16,3,Neutral,0.0,Neutral,0.0
DW,UCFu_9dJlmftFuvhw-u3Q92g,garbage! this is garbage! I used to like him. He lies,53,11,Negative,-0.2225,Neutral,0.0
DW,UCjvPQN3xl8jvhmq382SuuKg,"He just changed the gesture a little little bit - and this guys know exactly how to be JUST under the radar to say it wasn’t this and that - we have that with the AFD all the time, they do things just under the line to slowly shift the trashold. hat doesn’t change what they think and what they plan to do 😢",307,64,Neutral,0.0,Negative,-0.10625000000000001
DW,UC7TfcfirT4xmMCXXhYoOJKQ,One thing you won’t see him throwing paper towels anymore!!!!😊,62,10,Neutral,0.0,Neutral,0.0
DW,UCzoatZVsdxhjKA0rx2tUHvw,You see it.,11,3,Neutral,0.0,Neutral,0.0
DW,UCuzGGN9Oj8uxYdumf9nmnEQ,These comments are exactly why Trump won again. Y&#39;all are disconnected from reality,87,13,Positive,0.5719,Positive,0.25
DW,UCzUDPRQp2wCaoO79kUpp-nA,Cookie Lyons did that first “To the Empire!” 😁,46,9,Neutral,0.0,Positive,0.3125
DW,UCq4eSZfG68KBVc_oeqIcVdg,This is insanity running amuck we are fuction. Pray,51,9,Negative,-0.34,Neutral,0.0
DW,UCSLjds4gTJVS83-qEdgFKZw,As a minimum it was dumb and inappropriate.,43,8,Negative,-0.5106,Negative,-0.375
DW,UCWL49IzOFZVFdaGNhQFZmEw,We ALL saw it. We ALL know what it means.,41,10,Neutral,0.0,Neutral,0.0
DW,UCbV5g494-IsN6FppJEiv-iQ,He literally said my heart goes out to you. He put his hand over his heart and outwards.,88,18,Positive,0.4939,Neutral,0.0
DW,UCKZSgNaC0jVuDbrWhPh8iIQ,Yeah in Germany you&#39;d have to do the ACTUAL salute though. LEFT ARM FORWARD PALM DOWN not right arm to the side palm up saying my heart goes to you.<br>Not too mention the actual newtzies were left wing AF and the AfD are center right being attacked by the left so yeah.<br>Musk is right there and I only see antisemitism coming from the left where it always come from.<br>You can&#39;t gaslight us anymore,410,73,Negative,-0.2023,Positive,0.014417989417989413
DW,UCem6LBX9g-iiLr3x87BL7pQ,Super based,11,2,Positive,0.5994,Positive,0.3333333333333333
DW,UCxdxUL7TiXQ9hUERMjlPwBQ,😮🎉😊😅😂❤🎉wow I LOVE ELON MUSK HE&#39;S VERY VERY VERY HAPPY. AND LOVES HIS BEAUTIFUL ROCKETS 🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀👩‍🚀👨‍🚀👩‍🚀👨‍🚀👩‍🚀👨‍🚀👩‍🚀👨‍🚀👨‍🚀👨‍🚀👨‍🚀🚀🚀🚀🚀ROCKET MAN ELON MUSK 🙋‍♀️🧧🌟🌠🌎☮️✌️👍✊👊🌍🇺🇲🇺🇸🇺🇲🇺🇸🇺🇲🌍🌍🌍❤️♥️,203,20,Positive,0.9783,Positive,0.7833333333333333
DW,UCGLwIRp0cQT5UYlYn6QwYIw,It&#39;s very possible he might go bankrupt my opinion,54,9,Negative,-0.5574,Neutral,0.0
DW,UCW1fMQv6oYDrNOdTRx4wcxg,He did this because he has autism. I would know because my sister has autism and it helps them restrain them from getting over stimulated as you can see in his face hope this helps,180,35,Positive,0.8402,Neutral,0.0
DW,UCiGlN4xAI0S5IImIYUxoGUg,I can’t believe people did this to us. I really can’t believe people voted this in.,83,16,Neutral,0.0,Positive,0.2
DW,UCpuBqLb83NLkb19bZosrlzw,man are people really having a meltdown over a GESTURE 😭😭😭,58,11,Neutral,0.0,Positive,0.2
DW,UCeNI7qXBP8VrlP1TZKlGiPw,Did you also hear what he said right after???<br>I rest my case!,64,12,Neutral,0.0,Positive,0.3571428571428571
DW,UCZ9ViO7uwH98Fd2OG9D1khw,Wow,3,1,Positive,0.5859,Positive,0.1
DW,UCU_5BiV6uzeP-hksWSDX58w,"Ok, you could play the audio so you have context. HELLO!",56,11,Positive,0.5983,Positive,0.625
DW,UCH8T8AXV-ZkuDVVvrZc95dw,&quot;My heart goes out to you&quot; . . . Yep. Definitely earth shaking!,73,13,Positive,0.5411,Neutral,0.0
DW,UCW5rfPte01UADF_gb7dz8Xg,Y’all are asking IF he did it and should be asking WHY he did it?!,66,15,Neutral,0.0,Neutral,0.0
DW,UCFDvc8reEXmSYn57-DJ9z9Q,"Of course all you libs are crying. First of all play the audio of what he is saying instead of just talking about it. Second of all he is just thanking from the bottom of his heart to everyone. What he is gesturing is that he pouring his heart to all his supporters. Third don’t all you libs have anything better to do? I get you  cry babies are mad that you lost and all but seriously is this all you got? You guys are a joke. Play the complete video with sound. 😂 It might resemble a natzi salute but let me tell you, it is not a natzi salute.",545,111,Positive,0.4515,Positive,0.010185185185185198
DW,UCKxs-Xl7eVMbnziXQRLeB6w,"Yep, you caught him! Good job detective dipshi!",47,8,Positive,0.6892,Positive,0.875
DW,UCoHpmajQ8RoG-1dDW85BxBw,He knew exactly what he was doing,33,7,Neutral,0.0,Positive,0.25
DW,UCUSON0hsa5BnYrVna3H8fKA,"He did it and said, &quot;My heart goes out to you.&quot;  Soooo..... changes everything when given context.",108,17,Neutral,0.0,Neutral,0.0
DW,UC5l2V8ilUbXgyozqFZNuE6A,I hope it was not intentional and was just his goofy character.,63,12,Positive,0.4404,Positive,0.5
DW,UCfE1FhAPmixNmvCZDQfuNeg,"If I had a Tesla, I’ll sale it asap. He is a disgrace and crazy man. He and this administration is ashamed and joke",115,24,Negative,-0.7579,Negative,-0.6
DW,UClj_4Cns8rV21y4OQgzKKgw,People should look up “Afrikaner Weerstands Beweging” 😌,55,8,Neutral,0.0,Neutral,0.0
DW,UCJ4XswE8RDmfqHYA7K_goMw,It was actually a salute used on a Star Trek episode circa 1968. That&#39;s all. He&#39;s a huge fan people.,108,20,Positive,0.5574,Positive,0.19999999999999998
DW,UC1UziHVbekp5TTQZ7SGuqWg,His supporters don’t care they feel the same way .,50,10,Positive,0.7269,Neutral,0.0
DW,UCMEz_wmudtYw1eL4fvtY17Q,How do you not know the history behind the salute. I dont care if your awkward you know what it means.,102,21,Negative,-0.4986,Negative,-0.5
DW,UCqo8qtOHoB1E-lWjZf6LZNw,Elon Musk the next president USA,32,6,Neutral,0.0,Neutral,0.0
DW,UCOz-aYDRaPcCW6N9KfC1YjQ,"The american salute, many forgot they did this under the flag in schools.",73,13,Neutral,0.0,Positive,0.25
DW,UC3sc1N1EoEyU_Y66Ct_DzJw,"O único insulto que os esquerdistas conseguem dirigir à direita é chamar de nazista ou fascista, que são ideologias de esquerda. Não é um baita paradoxo, xingar alguém do que se é?",180,32,Neutral,0.0,Neutral,0.0
DW,UClEijqP8xpK2LoJO6GqXPIA,"I think he clicked his heels together twice also. Come on people, the man is autistic and was highly excited. My grandson has high-functioning autism and when highly excited at his music concerts he raises his arm just like this. No excuse, just the truth. You people are insane and just searching all day long for &quot;something&quot; to blame Elon for. Get a life.",367,64,Positive,0.4378,Negative,-0.07916666666666665
DW,UCnVI0xvSEvs6BqZn9ztrLaw,If he dose it again he should get boycotted no doubt no excuse.,63,13,Negative,-0.8074,Positive,0.025
DW,UCxtp0D5jJD6zEv02e13HojQ,"Love Trump but I have always disliked Musk. Now I know why deep down I know I did not like him. He should leave the country, Trump does NOT need him and we the people certainly do NOT.",184,38,Negative,-0.2059,Positive,0.007460317460317459
DW,UC6ixbCJ3YlcsnoMcMLEdjPw,"I don’t see it, I feel he was excited and it’s a dumb mistake",61,14,Negative,-0.5106,Neutral,0.0
DW,UCVipjd0mqI26cW5l3NnsKkg,😵‍💫,3,1,Neutral,0.0,Neutral,0.0
DW,UC2sB0LfZuEf28-pF7GnEtbw,Don`t worry guys. He was just waving to his friends from the AfD.,65,13,Positive,0.0516,Neutral,0.0
DW,UC33oPK93QAnLtedIWD6c4Sg,Jeeezus that is not a N salute that&#39;s a Roman salute big difference.,72,13,Neutral,0.0,Neutral,0.0
DW,UCui3ncOh_lnFQNOa9grPSXw,"If this isn’t a fascist salute, I don’t know what is anymore.",61,12,Negative,-0.5574,Neutral,0.0
DW,UCFx9KPjuJotxUZ8SSLBtr-Q,Does anybody know what trolling is?&quot;  Here is a good example,65,11,Positive,0.4404,Positive,0.7
DW,UCAajeWoY-CqQG7VPiksJYjA,context is important. this is the biggest reach from the left wing ive ever seen 😭😭,83,16,Positive,0.2263,Positive,0.2
DW,UCrKgQGdcBBDUcFzynnis-vg,Generation so cooked he may be a president one day💀,51,10,Neutral,0.0,Neutral,0.0
DW,UCxTy-_vWAGyK2C4SCwLqxVw,Well… when is the last time that we saw someone do a hand gesture like this? <br><br>It is obviously not common in today’s America.,131,24,Positive,0.6908,Positive,0.075
DW,UCho20kEN5se9WvFQ-jDtL3w,Tim walz did it also.nobody cared.,34,6,Positive,0.4215,Neutral,0.0
DW,UC06G7PBRhNRobZIxbyfjoQg,"It was done multiple times and if he is as smart as he claims to be, he knew exactly what it would look like",108,24,Positive,0.6369,Positive,0.15476190476190477
DW,UCw3m57vxZk9N4MraudsA0dw,Tesla Model SS,14,3,Neutral,0.0,Neutral,0.0
DW,UCZRqvpxKaS4ZufwoPPMqRwg,He said it wasn’t. He only knows and in a few weeks this will all blow over.,76,17,Neutral,0.0,Negative,-0.1
DW,UC-N-OPa6fUzsk_UhewfMsZQ,"У них с Трампом планы грандиозные, как и Гитлера в 1941 г",57,12,Neutral,0.0,Neutral,0.0
DW,UC2BFjy44YUnwJWxL3dgf5XQ,My dad labels people antisemites so quickly it’s nuts but defends this,70,12,Negative,-0.1979,Positive,0.3333333333333333
DW,UCmIcdC6PEzMZJrBkmFhVGFQ,I see an awful lot of &quot;Chicken Littles&quot; in the comments. The sky is falling! The sky is falling!!,107,19,Negative,-0.7249,Negative,-1.0
DW,UC6WSpPEcWeFGzorsdLynrSg,"look up what the anti-defamation league really stands for in their history of pro-israel, pro-trump rhetoric",108,16,Neutral,0.0,Positive,0.2
DW,UCMWuVfy2nsRwni0LpJM9g6Q,Damn bro wtf,12,3,Negative,-0.7579,Negative,-0.5
DW,UCAgOw3tUPqbZLpHUZUJhwPg,"Trump shouldn&#39;t have associated himself with this dude, could&#39;ve been better off without him",100,14,Positive,0.4404,Positive,0.5
DW,UC7oZ0X7xu5EbV1sdx1XSVNw,The fact that a salute carries a three year sentence in Germany is the issue.,77,15,Positive,0.0772,Neutral,0.0
DW,UC9-llTIfmjIKya7BdvRWP4w,At least he&#39;s got the ball&#39;s to do it.,46,9,Neutral,0.0,Negative,-0.3
DW,UCjQuiW5XM9jxmQvAv8rCG3g,"the austrian painter was a great reformer, and an anti-semite—elon is neither of those things.",94,15,Positive,0.6249,Positive,0.8
DW,UCvbiWRhI_KNHqafKGU9-r6A,"This comment section reeks of desperation. Let&#39;s play the smallest clip possible not play any audio for context,  and absolutely ignore the fact that historically this is not a proper &quot;salute&quot;. If this is a &quot;n4zi&quot; salute you guys should have denounced the dab as well.. copium is strong here.",316,50,Positive,0.3197,Positive,0.12666666666666665
DW,UCExpKlVB5EVyT9bE7sOZ_zw,"This is why people cannot trust the media and journalism is dead or dying; we know what we saw, it was a N-zi salute. To further my point, if it was an &quot;accident&quot;, wouldn&#39;t a normal person apologize after doing something that &quot;ressmbled&quot; something offensive? Elon, never apologized because he knew what he was doing, those who saw him do it and clapped, knew what he did, and now we have media sources gaslighting the public into further ignorance and confusion. Have we not learned our history? Apparently and especially, Americans never did.",567,93,Negative,-0.9395,Negative,-1.982541115402065e-18
DW,UCVk35sJv2dwY3CFHAFUd0ZQ,People are blowing this out of proportion...Elon doesn&#39;t point his fingers because he thinks it&#39;s rude. That is NOT the notzi salute. You guys just want something to be mad about.,187,31,Negative,-0.7096,Negative,-0.4625
DW,UC8GC_xF5-ivnbYhzbuwqO2Q,TLDR: Yes!,10,2,Positive,0.4574,Neutral,0.0
DW,UCXm8djXglMmXQ6T5O6l8ZmA,&quot;controversy&quot;,23,1,Neutral,0.0,Neutral,0.0
DW,UCtmQEwjxl1b7xKjivaI-z7w,Full story....In Germany you go to jail for this.,49,9,Neutral,0.0,Positive,0.12499999999999999
