Video ID,User ID,Comment,Comment_Length,Word_Count,VADER_Score,VADER_Sentiment,TextBlob_Score,TextBlob_Sentiment,Sentiment,Confidence
DW,UCSi5sWMMzDmJchtdmOfapkg,Why is NOBODY picking up on the obvious?  That he is trolling the world and getting off on it?,94,19,Neutral,0.0,Neutral,0.0,NEGATIVE,0.8316924571990967
DW,UCVbzolkRdJYMBVfv-Npnqkw,What a clown! Good luck anybody who partners with him 😅,55,11,Positive,0.7345,Positive,0.7,NEGATIVE,0.8536353707313538
DW,UC_mcOAu6SkrPJ2F0m6H8E2Q,Strange times,13,2,Negative,-0.2023,Negative,-0.05,NEUTRAL,0.654127836227417
DW,UCO-Rx9GxWvlx9ZwNOJSJOHg,People need to look at the old videos of the salute. This looks only %20 of what that looked like. If I waved to a large crowd of people it could also be interpreted as such.,174,36,Positive,0.3612,Positive,0.07857142857142857,NEUTRAL,0.6192980408668518
DW,UCZNTUfasvLz7ke-7wgntq6A,"He mentions fork in the road right before doing it. Aka things will change, aka pick a side. It is not that hard to understand. <br><br>All you people who are in denial of what this man did, look up &quot;gaslighting&quot;. I mean this in a sincere way, this is not about you or a side being wrong anymore. This is much deeper.",327,62,Neutral,-0.0268,Negative,-0.019742063492063495,NEGATIVE,0.4844612181186676
DW,UCpQF2RJAjAUvolWTRT1iA-g,People are reaching bad.,24,4,Negative,-0.4019,Negative,-0.6999999999999998,NEGATIVE,0.9643220901489258
DW,UCP3f8XKf2O99R4mV11AWlYg,He did it twice there’s no way people are conflicted over this,62,12,Negative,-0.296,Neutral,0.0,NEGATIVE,0.49728822708129883
DW,UCbCmwnptF1w32zZlpxWIc6A,roman salute chat,17,3,Neutral,0.0,Neutral,0.0,POSITIVE,0.7507018446922302
DW,UCPN3okniw1J5VBOoAL6n-sA,"He does it so sloppy, its weird. Almost like he had cognitive dissonance in the moment he executed the gesture.",111,20,Positive,0.0627,Negative,-0.45833333333333337,NEGATIVE,0.8165179491043091
DW,UCtSqiSp5u9795uuVgituqqA,He isn&#39;t holding onto a belt or something like that tho,59,11,Positive,0.3612,Neutral,0.0,NEUTRAL,0.7673425078392029
DW,UCym0DXA03tRPWXtJhzuQLIA,"AOC, Harris, Obama, and Clinton also has arm out like that in photo&#39;s I have seen.",86,16,Positive,0.3612,Neutral,0.0,NEUTRAL,0.7341494560241699
DW,UCv795oZOabf9jEz0SDMvuKw,Remember a movie..?<br>Susan Sarandon.....,42,4,Neutral,0.0,Neutral,0.0,NEUTRAL,0.8438523411750793
DW,UCdIZUG_JMGR4SupWiTiYbfQ,This is what they voted for?,28,6,Neutral,0.0,Neutral,0.0,NEUTRAL,0.4947427213191986
DW,UCpjojkvbHIucvTRk_85ZGaQ,My heart for you salute. Read your history people,49,9,Neutral,0.0,Neutral,0.0,POSITIVE,0.8535531759262085
DW,UCMQDB5rufIaEIPZiqCxTq4g,Musk is not making a political statement at all. It&#39;s a CHIlDISH and IDIOTIC statement to make him the centre of attention rather than Trump. He&#39;s planned it to stir up controversy amongst buffoons who will believe it. People call him a genius.. I don&#39;t know how much input he puts into the &#39;science&#39; of his businesses but I suspect not much He came from money and invested it well that&#39;s it. There&#39;s nothing more dangerous than a rich powerful guy who thinks he&#39;s so much more clever than he actually is.,537,92,Positive,0.9439,Positive,0.03958333333333333,NEGATIVE,0.6885803937911987
DW,UCq4BfzkpEDBdWgeDr6AVqMg,😂😂😂😂,4,1,Neutral,0.0,Neutral,0.0,NEUTRAL,0.47105950117111206
DW,UCFN5K-SWBANNIowq2oErRHA,"Try this on for size. Elon Musk was appointed to come in and help Trump clean the swamp while taking no money in return. He is a highly functioning, autistic man with a brilliant mind. The only person in group pushing this are the Democrats led by the Democratic Party, followed by the supporters. The Democrats lost the vote and the White House so this is the first thing they’re gonna steamroll to try to get Elon out so that he doesn’t take all of the earmarked dollars the politicians have set aside for their pockets.",522,96,Positive,0.8834,Positive,0.21095238095238097,NEGATIVE,0.4435517191886902
DW,UCUHi9wjK28dhPok_DnP5Nig,"Wow I can&#39;t imagine how people can be this sensitive? Like really he was expressing gratitude and even says &quot;My hearts go out to you!&quot; Really? How do you expect to shame him for that! First of all his fingers are not touching when pressing on his chest and putting his hand up, His hand was also tilted differently from the actual salute, so I personally don&#39;t understand this at all. Yes it can be confused with the actual thing itself but is not the same.  If I didn&#39;t support this party I would agree its not the same thing as the actual salute. Do your research, don&#39;t go straight to the point, and stop following people that say this is a  certain salute and follow them when you can clearly see this isn&#39;t it. Elon loves America, Loves freedom and is anti-communist. Stop being sensitive.",824,146,Positive,0.9908,Positive,0.04548872180451127,NEGATIVE,0.7215925455093384
DW,UCywmZZwLDH8QsFv-jjMeQ8Q,"unsubscribed, you are not being honest, shame on you&amp;",57,9,Neutral,-0.0382,Positive,0.6,NEGATIVE,0.9339856505393982
DW,UCU0JmqN_biuSZsQUYz4zICQ,SPINELESS 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,25,2,Neutral,0.0,Neutral,0.0,NEGATIVE,0.4216611981391907
DW,UCD5wut9xOF7KZjyVLtFtw7g,First of all people like me that haven&#39;t seen it would like to see it without commentators talking over him as they show just a second of the entire clip. I&#39;m sorry but you all are grabbing at straws anything to make Trump look bad. Well you all need to quit your not good reporters and your videos suck.,312,59,Negative,-0.8275,Negative,-0.21666666666666665,NEGATIVE,0.9291157722473145
DW,UCR5P3KDwWvkNXzPTHu3xJ5A,this looks more like a roman salute,35,7,Positive,0.4201,Positive,0.5,NEUTRAL,0.6881362795829773
DW,UCXdCIjTegCTFeGKqlckHlcw,Since people are always wanting to change the meaning of something’s like the “rainbow” for instance. We’ll just say he meant something different by that gesture.,162,26,Positive,0.3612,Neutral,0.0,NEUTRAL,0.6949864029884338
DW,UCRRYrbIX2sh0e1u_x4SRp9A,I took it that he was extending his heart to everybody. I think we’ve gotten a little bit touchy and we’re reaching just a little bit.😮,135,26,Positive,0.2023,Negative,-0.1875,NEGATIVE,0.5201179385185242
DW,UCuQVMSS49Pp5fm8DR0BdgRw,"Welcome, american dictators...",30,3,Positive,0.4588,Positive,0.4,NEUTRAL,0.4624378979206085
DW,UCbjzQ1U-iYJU605cwbyDSIQ,Seems like the usual media storm in a tea cup,45,10,Positive,0.3612,Negative,-0.25,NEGATIVE,0.5939112901687622
DW,UC-mpDYHsHTAbWqcOxeB2zGA,He did it in front of thausands of people and millions saw it in the internet and the media still denies it😂,108,22,Negative,-0.4215,Neutral,0.0,NEGATIVE,0.5552922487258911
DW,UCrUMUKOk3kWzWbwDCWSpIbQ,There is the American dream at the white houses,47,9,Positive,0.25,Neutral,0.0,NEUTRAL,0.6319985389709473
DW,UCY9-0tFyb5LIk5_jGkmPQSw,We did a similar salute when we received the medal for winning our school athletic events.,90,16,Positive,0.7579,Positive,0.25,POSITIVE,0.8891554474830627
DW,UCy8VAk9MNqTqipZxdwPDivQ,"Give the guy a break he’s running three billion dollar companies spacex,Tesla and twitter you gotta cut him some slack and not be SO soft and sensitive",151,27,Negative,-0.2732,Positive,0.1,NEUTRAL,0.477341890335083
DW,UCUgcX86uDgwJVT0cFU0wBIg,The woke got of on this.😂😂😂😂😂 Take a look at others that have done this in politics.,84,17,Neutral,0.0,Neutral,0.0,NEUTRAL,0.4989411532878876
DW,UC1XZAtCELpK2h38WQd7nS4w,he just missed the apertheid ... that&#39;s all ... relax guys...,65,11,Positive,0.1779,Neutral,0.0,NEUTRAL,0.6121131777763367
DW,UC_yZegoWKaKE6Ilh20dF0Nw,He’s a charlatan,16,3,Neutral,0.0,Neutral,0.0,NEGATIVE,0.8748939037322998
DW,UCFu_9dJlmftFuvhw-u3Q92g,garbage! this is garbage! I used to like him. He lies,53,11,Negative,-0.2225,Neutral,0.0,NEGATIVE,0.9762366414070129
DW,UCjvPQN3xl8jvhmq382SuuKg,"He just changed the gesture a little little bit - and this guys know exactly how to be JUST under the radar to say it wasn’t this and that - we have that with the AFD all the time, they do things just under the line to slowly shift the trashold. hat doesn’t change what they think and what they plan to do 😢",307,64,Neutral,0.0,Negative,-0.10625000000000001,NEUTRAL,0.47099342942237854
DW,UC7TfcfirT4xmMCXXhYoOJKQ,One thing you won’t see him throwing paper towels anymore!!!!😊,62,10,Neutral,0.0,Neutral,0.0,NEUTRAL,0.4533070921897888
DW,UCzoatZVsdxhjKA0rx2tUHvw,You see it.,11,3,Neutral,0.0,Neutral,0.0,NEUTRAL,0.5871482491493225
DW,UCuzGGN9Oj8uxYdumf9nmnEQ,These comments are exactly why Trump won again. Y&#39;all are disconnected from reality,87,13,Positive,0.5719,Positive,0.25,NEGATIVE,0.881081223487854
DW,UCzUDPRQp2wCaoO79kUpp-nA,Cookie Lyons did that first “To the Empire!” 😁,46,9,Neutral,0.0,Positive,0.3125,POSITIVE,0.5261487364768982
DW,UCq4eSZfG68KBVc_oeqIcVdg,This is insanity running amuck we are fuction. Pray,51,9,Negative,-0.34,Neutral,0.0,NEGATIVE,0.9285041689872742
DW,UCSLjds4gTJVS83-qEdgFKZw,As a minimum it was dumb and inappropriate.,43,8,Negative,-0.5106,Negative,-0.375,NEGATIVE,0.9558607339859009
DW,UCWL49IzOFZVFdaGNhQFZmEw,We ALL saw it. We ALL know what it means.,41,10,Neutral,0.0,Neutral,0.0,NEUTRAL,0.6672914624214172
DW,UCbV5g494-IsN6FppJEiv-iQ,He literally said my heart goes out to you. He put his hand over his heart and outwards.,88,18,Positive,0.4939,Neutral,0.0,NEUTRAL,0.5021917223930359
DW,UCKZSgNaC0jVuDbrWhPh8iIQ,Yeah in Germany you&#39;d have to do the ACTUAL salute though. LEFT ARM FORWARD PALM DOWN not right arm to the side palm up saying my heart goes to you.<br>Not too mention the actual newtzies were left wing AF and the AfD are center right being attacked by the left so yeah.<br>Musk is right there and I only see antisemitism coming from the left where it always come from.<br>You can&#39;t gaslight us anymore,410,73,Negative,-0.2023,Positive,0.014417989417989413,NEGATIVE,0.7240275740623474
DW,UCem6LBX9g-iiLr3x87BL7pQ,Super based,11,2,Positive,0.5994,Positive,0.3333333333333333,NEUTRAL,0.5382965207099915
DW,UCxdxUL7TiXQ9hUERMjlPwBQ,😮🎉😊😅😂❤🎉wow I LOVE ELON MUSK HE&#39;S VERY VERY VERY HAPPY. AND LOVES HIS BEAUTIFUL ROCKETS 🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀👩‍🚀👨‍🚀👩‍🚀👨‍🚀👩‍🚀👨‍🚀👩‍🚀👨‍🚀👨‍🚀👨‍🚀👨‍🚀🚀🚀🚀🚀ROCKET MAN ELON MUSK 🙋‍♀️🧧🌟🌠🌎☮️✌️👍✊👊🌍🇺🇲🇺🇸🇺🇲🇺🇸🇺🇲🌍🌍🌍❤️♥️,203,20,Positive,0.9783,Positive,0.7833333333333333,POSITIVE,0.9799401164054871
DW,UCGLwIRp0cQT5UYlYn6QwYIw,It&#39;s very possible he might go bankrupt my opinion,54,9,Negative,-0.5574,Neutral,0.0,NEGATIVE,0.6455718874931335
DW,UCW1fMQv6oYDrNOdTRx4wcxg,He did this because he has autism. I would know because my sister has autism and it helps them restrain them from getting over stimulated as you can see in his face hope this helps,180,35,Positive,0.8402,Neutral,0.0,NEUTRAL,0.5751104354858398
DW,UCiGlN4xAI0S5IImIYUxoGUg,I can’t believe people did this to us. I really can’t believe people voted this in.,83,16,Neutral,0.0,Positive,0.2,NEGATIVE,0.9424194097518921
DW,UCpuBqLb83NLkb19bZosrlzw,man are people really having a meltdown over a GESTURE 😭😭😭,58,11,Neutral,0.0,Positive,0.2,NEGATIVE,0.9249969720840454
DW,UCeNI7qXBP8VrlP1TZKlGiPw,Did you also hear what he said right after???<br>I rest my case!,64,12,Neutral,0.0,Positive,0.3571428571428571,NEUTRAL,0.7345619201660156
DW,UCZ9ViO7uwH98Fd2OG9D1khw,Wow,3,1,Positive,0.5859,Positive,0.1,POSITIVE,0.6477489471435547
DW,UCU_5BiV6uzeP-hksWSDX58w,"Ok, you could play the audio so you have context. HELLO!",56,11,Positive,0.5983,Positive,0.625,NEUTRAL,0.6019672155380249
DW,UCH8T8AXV-ZkuDVVvrZc95dw,&quot;My heart goes out to you&quot; . . . Yep. Definitely earth shaking!,73,13,Positive,0.5411,Neutral,0.0,POSITIVE,0.828445315361023
DW,UCW5rfPte01UADF_gb7dz8Xg,Y’all are asking IF he did it and should be asking WHY he did it?!,66,15,Neutral,0.0,Neutral,0.0,NEUTRAL,0.4997475743293762
DW,UCFDvc8reEXmSYn57-DJ9z9Q,"Of course all you libs are crying. First of all play the audio of what he is saying instead of just talking about it. Second of all he is just thanking from the bottom of his heart to everyone. What he is gesturing is that he pouring his heart to all his supporters. Third don’t all you libs have anything better to do? I get you  cry babies are mad that you lost and all but seriously is this all you got? You guys are a joke. Play the complete video with sound. 😂 It might resemble a natzi salute but let me tell you, it is not a natzi salute.",545,111,Positive,0.4515,Positive,0.010185185185185198,NEGATIVE,0.8387256860733032
DW,UCKxs-Xl7eVMbnziXQRLeB6w,"Yep, you caught him! Good job detective dipshi!",47,8,Positive,0.6892,Positive,0.875,POSITIVE,0.7949766516685486
DW,UCoHpmajQ8RoG-1dDW85BxBw,He knew exactly what he was doing,33,7,Neutral,0.0,Positive,0.25,NEUTRAL,0.6576064825057983
DW,UCUSON0hsa5BnYrVna3H8fKA,"He did it and said, &quot;My heart goes out to you.&quot;  Soooo..... changes everything when given context.",108,17,Neutral,0.0,Neutral,0.0,NEUTRAL,0.5436039566993713
DW,UC5l2V8ilUbXgyozqFZNuE6A,I hope it was not intentional and was just his goofy character.,63,12,Positive,0.4404,Positive,0.5,NEUTRAL,0.5764354467391968
DW,UCfE1FhAPmixNmvCZDQfuNeg,"If I had a Tesla, I’ll sale it asap. He is a disgrace and crazy man. He and this administration is ashamed and joke",115,24,Negative,-0.7579,Negative,-0.6,NEGATIVE,0.9527755975723267
DW,UClj_4Cns8rV21y4OQgzKKgw,People should look up “Afrikaner Weerstands Beweging” 😌,55,8,Neutral,0.0,Neutral,0.0,NEUTRAL,0.6376664042472839
DW,UCJ4XswE8RDmfqHYA7K_goMw,It was actually a salute used on a Star Trek episode circa 1968. That&#39;s all. He&#39;s a huge fan people.,108,20,Positive,0.5574,Positive,0.19999999999999998,POSITIVE,0.7108795046806335
DW,UC1UziHVbekp5TTQZ7SGuqWg,His supporters don’t care they feel the same way .,50,10,Positive,0.7269,Neutral,0.0,NEUTRAL,0.5249339938163757
DW,UCMEz_wmudtYw1eL4fvtY17Q,How do you not know the history behind the salute. I dont care if your awkward you know what it means.,102,21,Negative,-0.4986,Negative,-0.5,NEUTRAL,0.48861461877822876
DW,UCqo8qtOHoB1E-lWjZf6LZNw,Elon Musk the next president USA,32,6,Neutral,0.0,Neutral,0.0,NEUTRAL,0.7335043549537659
DW,UCOz-aYDRaPcCW6N9KfC1YjQ,"The american salute, many forgot they did this under the flag in schools.",73,13,Neutral,0.0,Positive,0.25,NEUTRAL,0.552963137626648
DW,UC3sc1N1EoEyU_Y66Ct_DzJw,"O único insulto que os esquerdistas conseguem dirigir à direita é chamar de nazista ou fascista, que são ideologias de esquerda. Não é um baita paradoxo, xingar alguém do que se é?",180,32,Neutral,0.0,Neutral,0.0,NEUTRAL,0.6629788875579834
DW,UClEijqP8xpK2LoJO6GqXPIA,"I think he clicked his heels together twice also. Come on people, the man is autistic and was highly excited. My grandson has high-functioning autism and when highly excited at his music concerts he raises his arm just like this. No excuse, just the truth. You people are insane and just searching all day long for &quot;something&quot; to blame Elon for. Get a life.",367,64,Positive,0.4378,Negative,-0.07916666666666665,NEGATIVE,0.767316460609436
DW,UCnVI0xvSEvs6BqZn9ztrLaw,If he dose it again he should get boycotted no doubt no excuse.,63,13,Negative,-0.8074,Positive,0.025,NEGATIVE,0.7941414713859558
DW,UCxtp0D5jJD6zEv02e13HojQ,"Love Trump but I have always disliked Musk. Now I know why deep down I know I did not like him. He should leave the country, Trump does NOT need him and we the people certainly do NOT.",184,38,Negative,-0.2059,Positive,0.007460317460317459,NEGATIVE,0.9221177101135254
DW,UC6ixbCJ3YlcsnoMcMLEdjPw,"I don’t see it, I feel he was excited and it’s a dumb mistake",61,14,Negative,-0.5106,Neutral,0.0,NEGATIVE,0.7439473867416382
DW,UCVipjd0mqI26cW5l3NnsKkg,😵‍💫,3,1,Neutral,0.0,Neutral,0.0,NEUTRAL,0.6955792903900146
DW,UC2sB0LfZuEf28-pF7GnEtbw,Don`t worry guys. He was just waving to his friends from the AfD.,65,13,Positive,0.0516,Neutral,0.0,NEUTRAL,0.5204651951789856
DW,UC33oPK93QAnLtedIWD6c4Sg,Jeeezus that is not a N salute that&#39;s a Roman salute big difference.,72,13,Neutral,0.0,Neutral,0.0,NEGATIVE,0.5213041305541992
